ncverilog: 15.20-s039: (c) Copyright 1995-2017 Cadence Design Systems, Inc.
TOOL:	ncverilog	15.20-s039: Started on Oct 14, 2019 at 20:19:32 CST
ncverilog
	+access+rwc
	Tas16.v
file: Tas16.v
	module worklib.adder16:v
		errors: 0, warnings: 0
	module worklib.adder4:v
		errors: 0, warnings: 0
	module worklib.fulladder:v
		errors: 0, warnings: 0
	module worklib.xor16:v
		errors: 0, warnings: 0
	module worklib.half_adder:v
		errors: 0, warnings: 0
	module worklib.half_adder4:v
		errors: 0, warnings: 0
	module worklib.half_adder16:v
		errors: 0, warnings: 0
		Caching library 'worklib' ....... Done
	Elaborating the design hierarchy:
		Caching library 'worklib' ....... Done
adder16 a1(A,comp2,0,SUM,C_out);
                   |
ncelab: *W,CUVMPW (./adder_s.v,18|19): port sizes differ in port connection (32/1).
	Building instance overlay tables: .......... Done
	Generating native compiled code:
		worklib.Tas16:v <0x5c7fd3b3>
			streams:  10, words:  6617
	Building instance specific data structures.
	Loading native compiled code:     .................... Done
	Design hierarchy summary:
		                  Instances  Unique
		Modules:                 85       9
		Primitives:             256       2
		Registers:                3       3
		Scalar wires:             8       -
		Expanded wires:          32       2
		Vectored wires:           1       -
		Always blocks:            2       2
		Initial blocks:           3       3
		Cont. assignments:        1       1
		Pseudo assignments:       4       4
		Simulation timescale:  10ps
	Writing initial simulation snapshot: worklib.Tas16:v
Loading snapshot worklib.Tas16:v .................... Done
ncsim> source /usr/cad/cadence/INCISIV/cur/tools/inca/files/ncsimrc
ncsim> run
                   0 || a=    0 | b=    0 | s=    0 | c=0 | ref=    0
                3650 || a=  365 | b=   73 | s=  438 | c=0 | ref=  438
                3660 || a=  366 | b=   73 | s=  439 | c=0 | ref=  439
                3670 || a=  367 | b=   73 | s=  440 | c=0 | ref=  440
                3680 || a=  368 | b=   73 | s=  441 | c=0 | ref=  441
                3690 || a=  369 | b=   73 | s=  442 | c=0 | ref=  442
                3700 || a=  370 | b=   74 | s=  444 | c=0 | ref=  444
                3710 || a=  371 | b=   74 | s=  445 | c=0 | ref=  445
                3720 || a=  372 | b=   74 | s=  446 | c=0 | ref=  446
                3730 || a=  373 | b=   74 | s=  447 | c=0 | ref=  447
                3740 || a=  374 | b=   74 | s=  448 | c=0 | ref=  448
                3750 || a=  375 | b=   75 | s=  450 | c=0 | ref=  450
                3760 || a=  376 | b=   75 | s=  451 | c=0 | ref=  451
                3770 || a=  377 | b=   75 | s=  452 | c=0 | ref=  452
                3780 || a=  378 | b=   75 | s=  453 | c=0 | ref=  453
                3790 || a=  379 | b=   75 | s=  454 | c=0 | ref=  454
                3800 || a=  380 | b=   76 | s=  456 | c=0 | ref=  456
                3810 || a=  381 | b=   76 | s=  457 | c=0 | ref=  457
                3820 || a=  382 | b=   76 | s=  458 | c=0 | ref=  458
                3830 || a=  383 | b=   76 | s=  459 | c=0 | ref=  459
                3840 || a=  384 | b=   76 | s=  460 | c=0 | ref=  460
                3850 || a=  385 | b=   77 | s=  462 | c=0 | ref=  462
                3860 || a=  386 | b=   77 | s=  463 | c=0 | ref=  463
                3870 || a=  387 | b=   77 | s=  464 | c=0 | ref=  464
                3880 || a=  388 | b=   77 | s=  465 | c=0 | ref=  465
                3890 || a=  389 | b=   77 | s=  466 | c=0 | ref=  466
                3900 || a=  390 | b=   78 | s=  468 | c=0 | ref=  468
                3910 || a=  391 | b=   78 | s=  469 | c=0 | ref=  469
                3920 || a=  392 | b=   78 | s=  470 | c=0 | ref=  470
                3930 || a=  393 | b=   78 | s=  471 | c=0 | ref=  471
                3940 || a=  394 | b=   78 | s=  472 | c=0 | ref=  472
                3950 || a=  395 | b=   79 | s=  474 | c=0 | ref=  474
                3960 || a=  396 | b=   79 | s=  475 | c=0 | ref=  475
                3970 || a=  397 | b=   79 | s=  476 | c=0 | ref=  476
                3980 || a=  398 | b=   79 | s=  477 | c=0 | ref=  477
                3990 || a=  399 | b=   79 | s=  478 | c=0 | ref=  478
                4000 || a=  400 | b=   80 | s=  480 | c=0 | ref=  480
                4010 || a=  401 | b=   80 | s=  481 | c=0 | ref=  481
                4020 || a=  402 | b=   80 | s=  482 | c=0 | ref=  482
                4030 || a=  403 | b=   80 | s=  483 | c=0 | ref=  483
                4040 || a=  404 | b=   80 | s=  484 | c=0 | ref=  484
                4050 || a=  405 | b=   81 | s=  486 | c=0 | ref=  486
                4060 || a=  406 | b=   81 | s=  487 | c=0 | ref=  487
                4070 || a=  407 | b=   81 | s=  488 | c=0 | ref=  488
                4080 || a=  408 | b=   81 | s=  489 | c=0 | ref=  489
                4090 || a=  409 | b=   81 | s=  490 | c=0 | ref=  490
                4100 || a=  410 | b=   82 | s=  492 | c=0 | ref=  492
                4110 || a=  411 | b=   82 | s=  493 | c=0 | ref=  493
                4120 || a=  412 | b=   82 | s=  494 | c=0 | ref=  494
                4130 || a=  413 | b=   82 | s=  495 | c=0 | ref=  495
                4140 || a=  414 | b=   82 | s=  496 | c=0 | ref=  496
                4150 || a=  415 | b=   83 | s=  498 | c=0 | ref=  498
                4160 || a=  416 | b=   83 | s=  499 | c=0 | ref=  499
                4170 || a=  417 | b=   83 | s=  500 | c=0 | ref=  500
                4180 || a=  418 | b=   83 | s=  501 | c=0 | ref=  501
                4190 || a=  419 | b=   83 | s=  502 | c=0 | ref=  502
                4200 || a=  420 | b=   84 | s=  504 | c=0 | ref=  504
                4210 || a=  421 | b=   84 | s=  505 | c=0 | ref=  505
                4220 || a=  422 | b=   84 | s=  506 | c=0 | ref=  506
                4230 || a=  423 | b=   84 | s=  507 | c=0 | ref=  507
                4240 || a=  424 | b=   84 | s=  508 | c=0 | ref=  508
                4250 || a=  425 | b=   85 | s=  510 | c=0 | ref=  510
                4260 || a=  426 | b=   85 | s=  511 | c=0 | ref=  511
                4270 || a=  427 | b=   85 | s=  512 | c=0 | ref=  512
                4280 || a=  428 | b=   85 | s=  513 | c=0 | ref=  513
                4290 || a=  429 | b=   85 | s=  514 | c=0 | ref=  514
                4300 || a=  430 | b=   86 | s=  516 | c=0 | ref=  516
                4310 || a=  431 | b=   86 | s=  517 | c=0 | ref=  517
                4320 || a=  432 | b=   86 | s=  518 | c=0 | ref=  518
                4330 || a=  433 | b=   86 | s=  519 | c=0 | ref=  519
                4340 || a=  434 | b=   86 | s=  520 | c=0 | ref=  520
                4350 || a=  435 | b=   87 | s=  522 | c=0 | ref=  522
                4360 || a=  436 | b=   87 | s=  523 | c=0 | ref=  523
                4370 || a=  437 | b=   87 | s=  524 | c=0 | ref=  524
                4380 || a=  438 | b=   87 | s=  525 | c=0 | ref=  525
                4390 || a=  439 | b=   87 | s=  526 | c=0 | ref=  526
                4400 || a=  440 | b=   88 | s=  528 | c=0 | ref=  528
                4410 || a=  441 | b=   88 | s=  529 | c=0 | ref=  529
                4420 || a=  442 | b=   88 | s=  530 | c=0 | ref=  530
                4430 || a=  443 | b=   88 | s=  531 | c=0 | ref=  531
                4440 || a=  444 | b=   88 | s=  532 | c=0 | ref=  532
                4450 || a=  445 | b=   89 | s=  534 | c=0 | ref=  534
                4460 || a=  446 | b=   89 | s=  535 | c=0 | ref=  535
                4470 || a=  447 | b=   89 | s=  536 | c=0 | ref=  536
                4480 || a=  448 | b=   89 | s=  537 | c=0 | ref=  537
                4490 || a=  449 | b=   89 | s=  538 | c=0 | ref=  538
                4500 || a=  450 | b=   90 | s=  540 | c=0 | ref=  540
                4510 || a=  451 | b=   90 | s=  541 | c=0 | ref=  541
                4520 || a=  452 | b=   90 | s=  542 | c=0 | ref=  542
                4530 || a=  453 | b=   90 | s=  543 | c=0 | ref=  543
                4540 || a=  454 | b=   90 | s=  544 | c=0 | ref=  544
                4550 || a=  455 | b=   91 | s=  546 | c=0 | ref=  546
                4560 || a=  456 | b=   91 | s=  547 | c=0 | ref=  547
                4570 || a=  457 | b=   91 | s=  548 | c=0 | ref=  548
                4580 || a=  458 | b=   91 | s=  549 | c=0 | ref=  549
                4590 || a=  459 | b=   91 | s=  550 | c=0 | ref=  550
                4600 || a=  460 | b=   92 | s=  552 | c=0 | ref=  552
                4610 || a=  461 | b=   92 | s=  553 | c=0 | ref=  553
                4620 || a=  462 | b=   92 | s=  554 | c=0 | ref=  554
                4630 || a=  463 | b=   92 | s=  555 | c=0 | ref=  555
                4640 || a=  464 | b=   92 | s=  556 | c=0 | ref=  556
                4650 || a=  465 | b=   93 | s=  558 | c=0 | ref=  558
                4660 || a=  466 | b=   93 | s=  559 | c=0 | ref=  559
                4670 || a=  467 | b=   93 | s=  560 | c=0 | ref=  560
                4680 || a=  468 | b=   93 | s=  561 | c=0 | ref=  561
                4690 || a=  469 | b=   93 | s=  562 | c=0 | ref=  562
                4700 || a=  470 | b=   94 | s=  564 | c=0 | ref=  564
                4710 || a=  471 | b=   94 | s=  565 | c=0 | ref=  565
                4720 || a=  472 | b=   94 | s=  566 | c=0 | ref=  566
                4730 || a=  473 | b=   94 | s=  567 | c=0 | ref=  567
                4740 || a=  474 | b=   94 | s=  568 | c=0 | ref=  568
                4750 || a=  475 | b=   95 | s=  570 | c=0 | ref=  570
                4760 || a=  476 | b=   95 | s=  571 | c=0 | ref=  571
                4770 || a=  477 | b=   95 | s=  572 | c=0 | ref=  572
                4780 || a=  478 | b=   95 | s=  573 | c=0 | ref=  573
                4790 || a=  479 | b=   95 | s=  574 | c=0 | ref=  574
                4800 || a=  480 | b=   96 | s=  576 | c=0 | ref=  576
                4810 || a=  481 | b=   96 | s=  577 | c=0 | ref=  577
                4820 || a=  482 | b=   96 | s=  578 | c=0 | ref=  578
                4830 || a=  483 | b=   96 | s=  579 | c=0 | ref=  579
                4840 || a=  484 | b=   96 | s=  580 | c=0 | ref=  580
                4850 || a=  485 | b=   97 | s=  582 | c=0 | ref=  582
                4860 || a=  486 | b=   97 | s=  583 | c=0 | ref=  583
                4870 || a=  487 | b=   97 | s=  584 | c=0 | ref=  584
                4880 || a=  488 | b=   97 | s=  585 | c=0 | ref=  585
                4890 || a=  489 | b=   97 | s=  586 | c=0 | ref=  586
                4900 || a=  490 | b=   98 | s=  588 | c=0 | ref=  588
                4910 || a=  491 | b=   98 | s=  589 | c=0 | ref=  589
                4920 || a=  492 | b=   98 | s=  590 | c=0 | ref=  590
                4930 || a=  493 | b=   98 | s=  591 | c=0 | ref=  591
                4940 || a=  494 | b=   98 | s=  592 | c=0 | ref=  592
                4950 || a=  495 | b=   99 | s=  594 | c=0 | ref=  594
                4960 || a=  496 | b=   99 | s=  595 | c=0 | ref=  595
                4970 || a=  497 | b=   99 | s=  596 | c=0 | ref=  596
                4980 || a=  498 | b=   99 | s=  597 | c=0 | ref=  597
                4990 || a=  499 | b=   99 | s=  598 | c=0 | ref=  598
                5000 || a=  500 | b=  100 | s=  600 | c=0 | ref=  600
Simulation complete via $finish(1) at time 5005 NS + 0
./Tas16.v:42 # 5000 $finish;
ncsim> exit
TOOL:	ncverilog	15.20-s039: Exiting on Oct 14, 2019 at 20:19:33 CST  (total: 00:00:01)
